City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Padang,ID,-0.9492,100.3543,80.65,81,100,1.54,overcast clouds
344,Tura,IN,25.5198,90.2201,57.47,56,35,2.51,scattered clouds
345,Toccoa,US,34.5773,-83.3324,60.44,40,0,10.36,clear sky
346,Tanout,NE,14.9709,8.8879,64.06,19,0,9.84,clear sky
347,Ginda,IN,30.6945,78.4932,38.19,98,100,1.16,overcast clouds
348,Alofi,NU,-19.0595,-169.9187,85.89,70,75,10.36,broken clouds
349,Dasoguz,TM,41.8363,59.9666,10.35,79,0,6.91,clear sky
350,Mahebourg,MU,-20.4081,57.7,77.29,94,75,3.44,shower rain
351,Zlutice,CZ,50.0919,13.163,30.09,94,100,3.78,overcast clouds
352,San Cosme Y Damian,PY,-27.3167,-56.35,84.18,55,0,4.76,clear sky
353,Linqiong,CN,30.4159,103.4609,42.62,55,54,1.41,broken clouds
354,Bongandanga,CD,1.5,21.05,71.85,39,96,0.67,overcast clouds
355,Saint Anthony,US,45.0205,-93.218,29.3,86,100,13.8,overcast clouds
356,Guerrero Negro,MX,27.9769,-114.0611,59.11,53,0,15.05,clear sky
357,Primo Tapia,MX,32.22,-116.9172,56.95,80,77,10.96,broken clouds
358,Porbandar,IN,21.6422,69.6093,62.04,56,9,12.28,clear sky
359,Deputatskiy,RU,69.3,139.9,-32.82,98,36,4.14,scattered clouds
360,Nanakuli,US,21.3906,-158.1547,82.35,67,100,9.22,light rain
361,Vestmannaeyjar,IS,63.4427,-20.2734,39.72,76,100,34.76,light rain
362,Dromolaxia,CY,34.8761,33.586,51.46,93,0,5.75,clear sky
363,Leninsk-Kuznetskiy,RU,54.6567,86.1737,10.13,95,100,8.5,light snow
364,Beaufort,MY,5.3473,115.7455,84.45,67,100,2.26,overcast clouds
365,Phulabani,IN,20.4667,84.2333,61.81,87,49,3.56,scattered clouds
366,Flin Flon,CA,54.7682,-101.865,-0.47,100,81,3.62,broken clouds
367,Maridi,SS,4.9158,29.4742,75.63,37,64,3.58,broken clouds
368,Farakka,IN,24.8167,87.9,55.15,42,4,3.18,clear sky
369,Mount Isa,AU,-20.7333,139.5,96.57,30,51,8.05,broken clouds
370,Danielskuil,ZA,-28.1887,23.5395,71.2,48,98,8.01,overcast clouds
371,Sinnamary,GF,5.3833,-52.95,74.61,90,9,6.42,clear sky
372,Santa Rosalia,MX,27.3167,-112.2833,54.77,60,0,2.06,clear sky
373,Belyy Yar,RU,53.6039,91.3903,13.89,76,75,11.18,broken clouds
374,Lompoc,US,34.6391,-120.4579,51.78,81,0,19.57,clear sky
375,Kerema,PG,-7.9631,145.7785,85.91,59,98,4.43,moderate rain
376,Binga,ZW,-17.6203,27.3414,70.36,96,100,6.33,moderate rain
377,Abalak,RU,58.1286,68.5944,12.52,96,100,4.92,overcast clouds
378,Tiarei,PF,-17.5333,-149.3333,84.22,76,8,17.11,clear sky
379,Kamenka,RU,51.3223,42.7678,22.8,81,24,15.68,few clouds
380,Kasama,ZM,-10.2129,31.1808,61.61,99,100,2.01,light rain
381,Omboue,GA,-1.5746,9.2618,74.93,92,100,5.82,overcast clouds
382,Mata,PT,40.683,-7.4592,51.93,98,100,5.21,overcast clouds
383,Tungor,RU,53.3808,142.9564,-24.5,90,27,11.52,scattered clouds
384,Itaituba,BR,-4.2761,-55.9836,71.26,99,100,1.36,overcast clouds
385,Cleethorpes,GB,53.5605,-0.0323,35.96,87,10,14.97,clear sky
386,Gamba,GA,-2.65,10.0,74.21,92,100,5.1,light rain
387,Chumikan,RU,54.7183,135.315,-21.5,64,100,9.01,overcast clouds
388,Geraldton,AU,-28.7667,114.6,86.41,58,0,11.5,clear sky
389,Mufumbwe,ZM,-13.6833,24.8,63.75,98,100,5.53,overcast clouds
390,Pozo Colorado,PY,-23.4923,-58.7972,82.04,54,8,4.72,clear sky
391,Yashkul,RU,46.1711,45.3435,27.32,73,0,11.25,clear sky
392,Takapau,NZ,-40.0333,176.35,77.74,37,0,10.36,clear sky
393,Ruthin,GB,53.1137,-3.3178,42.44,83,93,11.79,overcast clouds
394,Mananara,MG,-16.1667,49.7667,75.24,92,100,1.23,overcast clouds
395,Osypenko,UA,46.9136,36.8253,34.77,85,23,11.86,few clouds
396,Porto Novo,BJ,6.4965,2.6036,80.42,88,8,5.39,clear sky
397,Orcopampa,PE,-15.2661,-72.3417,43.03,97,100,1.59,overcast clouds
398,Cayenne,GF,4.9333,-52.3333,73.44,100,100,2.3,overcast clouds
399,Tilichiki,RU,60.4667,166.1,-21.06,91,16,9.86,few clouds
400,Yuksekova,TR,37.5736,44.2872,13.75,92,20,2.3,few clouds
401,Ibra,OM,22.6906,58.5334,57.15,73,3,8.28,clear sky
402,Rute,ES,37.3269,-4.3683,44.38,83,100,5.44,overcast clouds
403,Phan Thiet,VN,10.9333,108.1,80.83,61,65,4.27,broken clouds
404,Baykit,RU,61.67,96.37,-48.17,97,62,4.18,broken clouds
405,Oksfjord,NO,70.2396,22.3479,32.18,75,97,10.11,overcast clouds
406,San Quintin,MX,30.4833,-115.95,56.07,70,0,16.06,clear sky
407,Muko,JP,34.9654,135.7041,50.02,55,5,8.63,clear sky
408,Margate,GB,51.3813,1.3862,36.7,83,65,5.99,broken clouds
409,Karratha,AU,-20.7377,116.8463,81.63,71,99,4.34,overcast clouds
410,Narsaq,GL,60.9167,-46.05,25.02,96,100,3.74,overcast clouds
411,Pokrovsk,UA,48.282,37.1758,35.56,78,25,14.25,scattered clouds
412,Hanna,CA,51.6334,-111.9018,13.86,83,6,7.0,clear sky
413,San Carlos,VE,9.6612,-68.5827,73.24,77,61,4.29,broken clouds
414,Hobyo,SO,5.3505,48.5268,75.6,78,18,20.83,few clouds
415,Kitui,KE,-1.367,38.0106,60.55,73,56,2.84,broken clouds
416,Kaitangata,NZ,-46.2817,169.8464,62.51,64,100,9.51,overcast clouds
417,Mountain Home,US,43.133,-115.6912,27.14,89,75,13.8,broken clouds
418,Dongdu,CN,35.85,117.7,28.26,22,0,5.14,clear sky
419,Palkino,RU,57.5409,28.0126,31.75,97,100,6.4,light snow
420,Inuvik,CA,68.3499,-133.7218,-4.94,84,40,2.3,scattered clouds
421,Krasnoyarsk,RU,56.0097,92.7917,5.65,93,100,5.82,overcast clouds
422,Koster,ZA,-25.863,26.8976,62.76,67,38,4.61,scattered clouds
423,Neiafu,TO,-18.65,-173.9833,86.68,84,75,8.05,light rain
424,Ugoofaaru,MV,5.6667,73.0,80.19,61,29,14.72,scattered clouds
425,Eyl,SO,7.9803,49.8164,72.84,77,39,18.68,scattered clouds
426,Jeremoabo,BR,-10.075,-38.4808,70.56,87,92,5.32,overcast clouds
427,Shingu,JP,33.7333,135.9833,52.39,50,6,12.8,clear sky
428,Kavaratti,IN,10.5669,72.642,79.93,69,5,8.19,clear sky
429,Fiumicino,IT,41.7675,12.2291,42.64,87,40,3.44,moderate rain
430,Windsor,CA,42.3001,-83.0165,43.29,94,100,18.41,moderate rain
431,Middelburg,ZA,-25.7751,29.4648,63.36,68,49,4.38,scattered clouds
432,Svetlyy,RU,54.675,20.1347,28.45,73,100,3.0,overcast clouds
433,Moussoro,TD,13.6408,16.4901,68.4,21,4,10.29,clear sky
434,Silistea,RO,44.3833,25.35,48.04,76,100,8.25,overcast clouds
435,Swakopmund,NA,-22.6833,14.5333,64.6,91,82,5.91,broken clouds
436,Sao Sebastiao,BR,-23.76,-45.4097,74.48,93,88,5.7,overcast clouds
437,Tyazhinskiy,RU,56.116,88.524,8.89,95,100,10.56,light snow
438,Waipawa,NZ,-41.4122,175.5153,72.61,49,0,15.64,clear sky
439,Moranbah,AU,-22.0016,148.0466,84.06,48,0,13.78,clear sky
440,Palana,RU,59.1167,159.9667,-9.53,97,93,6.6,overcast clouds
441,Portland,US,45.5234,-122.6762,41.79,91,100,0.0,overcast clouds
442,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,77,40,3.44,scattered clouds
443,Baturaja,ID,-4.1333,104.1667,74.57,94,100,1.3,overcast clouds
444,Newport,GB,51.5877,-2.9984,37.81,90,4,7.36,clear sky
445,Marzuq,YE,14.4,46.4667,53.56,69,39,1.88,scattered clouds
446,Clyde River,CA,70.4692,-68.5914,-21.77,69,75,8.05,broken clouds
447,Pogar,RU,52.554,33.2591,44.96,87,100,17.25,overcast clouds
448,Whitecourt,CA,54.1502,-115.6855,27.64,59,0,6.91,clear sky
449,Yarada,IN,17.65,83.2667,71.92,88,40,2.3,mist
450,Joshimath,IN,30.5667,79.5667,40.53,98,100,6.24,overcast clouds
451,Altay,CN,47.8667,88.1167,-7.92,79,16,5.32,few clouds
452,Balykshi,KZ,47.0667,51.8667,6.8,85,0,11.18,clear sky
453,Musoma,TZ,-1.5,33.8,69.67,68,94,10.89,overcast clouds
454,Dhidhdhoo,MV,6.8833,73.1,79.45,64,3,9.86,clear sky
455,Jalu,LY,29.0331,21.5482,55.83,26,0,11.83,clear sky
456,Tupancireta,BR,-29.0806,-53.8358,71.08,82,0,10.67,clear sky
457,Cabedelo,BR,-6.9811,-34.8339,77.67,80,80,8.81,broken clouds
458,Tuzha,RU,57.6062,47.936,21.65,83,100,13.96,overcast clouds
459,Nam Som,TH,17.7704,102.1895,68.09,60,9,4.74,clear sky
460,Qandala,SO,11.472,49.8728,73.13,75,8,6.2,clear sky
461,Guaratinga,BR,-16.5667,-39.5667,70.32,97,95,1.5,overcast clouds
462,Plettenberg Bay,ZA,-34.0527,23.3716,64.98,92,0,2.01,clear sky
463,San Felipe,VE,10.3399,-68.7425,70.03,96,85,4.94,overcast clouds
464,Riyadh,SA,24.6877,46.7219,44.74,61,0,3.38,clear sky
465,Santiago Del Estero,AR,-27.7951,-64.2615,92.48,28,6,10.65,clear sky
466,Vanino,RU,49.0869,140.2543,-1.53,88,100,4.7,overcast clouds
467,Tiksi,RU,71.6872,128.8694,-27.99,100,100,3.36,overcast clouds
468,Tucuma,BR,-0.1833,-50.05,72.52,94,100,2.42,overcast clouds
469,Horta,PT,38.5333,-28.6333,58.01,75,87,13.0,overcast clouds
470,Ludvika,SE,60.1496,15.1878,28.2,98,100,2.3,light snow
471,Pacific Grove,US,36.6177,-121.9166,51.91,75,0,5.75,clear sky
472,Nara,JP,34.6851,135.8049,49.5,36,13,12.15,few clouds
473,Bara,NG,10.3744,10.7288,67.53,29,44,7.14,scattered clouds
474,Zaragoza,ES,41.6561,-0.8773,50.45,76,20,19.57,few clouds
475,Esperance,AU,-33.8667,121.9,70.23,53,0,11.36,clear sky
476,La Ronge,CA,55.1001,-105.2842,17.85,93,100,4.61,light snow
477,Sarkeresztur,HU,47.0054,18.5439,32.04,85,100,7.87,overcast clouds
478,Peniche,PT,39.3558,-9.3811,57.56,92,58,20.65,broken clouds
479,Kintinku,TZ,-5.8833,35.2333,66.79,86,100,2.01,overcast clouds
480,Leshukonskoye,RU,64.8989,45.7622,33.64,97,100,14.7,overcast clouds
481,Aleksandrov Gay,RU,50.147,48.5704,16.11,89,5,8.14,clear sky
482,Rioblanco,CO,3.5308,-75.6806,59.9,93,100,4.59,overcast clouds
483,Necochea,AR,-38.5473,-58.7368,73.42,60,2,18.14,clear sky
484,Jieshi,CN,22.8134,115.8257,61.0,66,72,11.23,broken clouds
485,Georgiyevka,KZ,43.0369,74.7114,-3.96,84,40,2.24,fog
486,Turukhansk,RU,65.8167,87.9833,-27.6,80,7,9.71,clear sky
487,Manokwari,ID,-0.8667,134.0833,83.86,69,91,9.31,overcast clouds
488,Bilma,NE,18.6853,12.9164,62.74,16,6,7.49,clear sky
489,Meulaboh,ID,4.1363,96.1285,77.56,76,100,1.79,overcast clouds
490,Yining,CN,29.0361,114.5636,48.83,40,3,1.68,clear sky
491,Bar Harbor,US,44.3876,-68.2039,34.99,74,0,10.36,clear sky
492,Havre-Saint-Pierre,CA,50.2334,-63.5986,21.56,58,100,19.57,overcast clouds
493,Prachuap Khiri Khan,TH,12.2167,99.75,75.09,53,29,5.5,scattered clouds
494,Oranjemund,NA,-28.55,16.4333,61.43,93,1,6.26,clear sky
495,Sakakah,SA,29.9697,40.2064,45.97,59,0,6.96,clear sky
496,Surany,SK,48.0861,18.1845,34.95,97,99,5.5,overcast clouds
497,College,US,64.8569,-147.8028,-9.45,75,20,0.0,few clouds
498,Araouane,ML,18.9048,-3.5265,65.89,21,0,7.34,clear sky
499,Oltu,TR,40.5498,42.0013,33.71,62,11,3.87,few clouds
500,Tabou,CI,4.423,-7.3528,78.49,86,52,7.29,broken clouds
501,Friedberg,DE,48.3569,10.9846,29.71,89,100,0.0,overcast clouds
502,Kamaishi,JP,39.2667,141.8833,43.95,64,30,2.55,scattered clouds
503,Iisalmi,FI,63.5592,27.1907,28.33,96,100,6.35,overcast clouds
504,Ayagoz,KZ,47.9714,80.4392,-4.31,98,95,7.49,overcast clouds
505,Aksu,CN,41.1231,80.2644,2.23,85,100,3.85,overcast clouds
506,Samut Songkhram,TH,13.4,99.9583,75.6,51,50,8.79,scattered clouds
507,Maxixe,MZ,-23.8597,35.3472,77.18,83,12,7.85,few clouds
508,Cooma,AU,-36.2333,149.1333,71.26,32,4,4.59,clear sky
509,Bosaso,SO,11.2842,49.1816,71.89,79,5,6.31,clear sky
510,Klaksvik,FO,62.2266,-6.589,29.32,61,99,8.52,overcast clouds
511,Sozimskiy,RU,59.7418,52.2482,16.57,86,79,10.6,broken clouds
512,Yar-Sale,RU,66.8333,70.8333,-1.61,98,98,11.23,overcast clouds
513,Salice Salentino,IT,40.387,17.9607,46.38,75,100,8.41,overcast clouds
514,Husavik,IS,66.0449,-17.3389,19.98,76,100,10.51,overcast clouds
515,Rivera,UY,-30.9053,-55.5508,75.88,64,0,11.43,clear sky
516,Asau,RO,46.4333,26.4,38.32,83,100,2.17,overcast clouds
517,Yantal,RU,56.8471,105.2542,-28.46,98,99,3.49,overcast clouds
518,Pontal Do Parana,BR,-25.6533,-48.5128,73.18,89,100,1.81,overcast clouds
519,Pisco,PE,-13.7,-76.2167,71.65,83,0,13.8,light rain
520,Tatishchevo,RU,51.6703,45.5953,9.46,96,51,6.58,broken clouds
521,Copiapo,CL,-27.3667,-70.3333,58.69,69,0,3.04,clear sky
522,Sur,OM,22.5667,59.5289,68.74,54,45,15.93,scattered clouds
523,Paamiut,GL,61.994,-49.6678,11.3,83,25,23.85,scattered clouds
524,Mwinilunga,ZM,-11.7358,24.4293,61.34,99,100,4.16,overcast clouds
525,Guarapari,BR,-20.6667,-40.4975,72.9,91,100,5.28,overcast clouds
526,Constitucion,CL,-35.3333,-72.4167,59.13,82,91,2.55,overcast clouds
527,Karakol,KG,42.4907,78.3936,10.06,57,21,7.49,few clouds
528,Ellsworth,US,44.5434,-68.4195,33.64,82,0,10.36,clear sky
529,Uglovskoye,RU,51.3557,80.1942,9.27,95,100,7.96,overcast clouds
530,Ornskoldsvik,SE,63.2909,18.7153,27.55,100,69,3.44,broken clouds
531,Manbij,SY,36.5281,37.9549,46.24,79,0,4.88,clear sky
532,Phanat Nikhom,TH,13.4458,101.1844,81.91,100,44,11.12,scattered clouds
533,Westport,US,41.1415,-73.3579,46.76,92,100,14.97,moderate rain
534,Petilia Policastro,IT,39.1139,16.7855,39.29,79,89,10.36,overcast clouds
535,Saint-Augustin,CA,51.226,-58.6502,21.51,72,100,17.54,overcast clouds
536,Zhigansk,RU,66.7697,123.3711,-53.64,100,54,2.75,broken clouds
537,Jefferson City,US,38.5767,-92.1735,37.31,65,100,16.11,overcast clouds
538,Betare Oya,CM,5.6,14.0833,67.35,30,16,4.05,few clouds
539,Luderitz,NA,-26.6481,15.1594,64.81,76,6,16.24,clear sky
540,Bozeman,US,45.6796,-111.0386,26.02,83,100,0.0,overcast clouds
541,Ukiah,US,39.1502,-123.2078,45.03,86,0,1.01,clear sky
542,Tadine,NC,-21.55,167.8833,79.9,64,53,10.67,broken clouds
543,Maragogi,BR,-9.0122,-35.2225,77.34,83,97,5.32,overcast clouds
544,Voghera,IT,44.9947,9.0086,35.85,99,100,2.17,overcast clouds
545,Mangai,CD,-4.05,19.5333,70.38,94,100,0.81,overcast clouds
546,Rio Grande,BR,-32.035,-52.0986,72.48,86,36,13.91,scattered clouds
547,Puerto Narino,CO,-3.7703,-70.3831,69.71,99,100,2.04,overcast clouds
548,Fuerte Olimpo,PY,-21.0415,-57.8738,75.85,78,19,5.41,few clouds
549,Bereda,ES,43.2686,-7.5406,51.15,100,99,2.64,overcast clouds
550,Egvekinot,RU,66.3167,-179.1667,-25.8,87,100,7.96,overcast clouds
551,Ahuimanu,US,21.4447,-157.8378,82.11,73,40,9.22,scattered clouds
552,Seljord,NO,59.4894,8.634,13.41,95,40,4.74,scattered clouds
553,Mocuba,MZ,-16.8392,36.9856,71.33,95,100,0.78,overcast clouds
554,Naantali,FI,60.4674,22.0243,34.86,93,75,3.44,broken clouds
555,Tupaciguara,BR,-18.5922,-48.705,69.35,74,91,1.77,overcast clouds
556,High Rock,BS,26.6208,-78.2833,69.82,64,52,8.88,broken clouds
557,Tangping,CN,22.0265,111.9323,61.11,61,4,6.71,clear sky
558,Ulladulla,AU,-35.35,150.4667,67.95,51,59,10.47,broken clouds
559,Dabeiba,CO,7.0017,-76.2672,71.6,97,90,2.33,overcast clouds
560,Udachnyy,RU,66.4167,112.4,-42.56,64,61,5.68,broken clouds
561,Zhongxing,CN,33.7039,118.6792,35.91,30,25,12.3,scattered clouds
562,Tezu,IN,27.9167,96.1667,61.38,31,12,0.65,few clouds
563,Longyan,CN,25.1072,117.0225,57.99,70,39,1.99,scattered clouds
564,Ganzhou,CN,28.8184,115.4327,50.56,38,65,5.59,broken clouds
565,Gat,IL,31.61,34.7642,55.78,34,0,5.1,clear sky
566,Panacan,PH,9.2463,118.4082,81.99,78,100,15.28,overcast clouds
567,Damghan,IR,36.1683,54.348,32.2,59,0,3.04,clear sky
568,West Wendover,US,40.7391,-114.0733,25.81,86,100,0.0,overcast clouds
569,Monrovia,LR,6.3005,-10.7969,74.97,86,100,4.32,overcast clouds
570,Masvingo,ZW,-20.0637,30.8277,65.82,83,100,3.47,overcast clouds
571,Port Augusta,AU,-32.5,137.7667,77.25,24,88,9.4,overcast clouds
572,Karema,TZ,-6.8205,30.4389,69.37,87,100,3.02,overcast clouds
573,Vanavara,RU,60.34,102.2797,-49.77,97,36,5.28,scattered clouds
574,Gwadar,PK,25.1216,62.3254,59.32,52,0,16.04,clear sky
575,Leningradskiy,RU,69.3833,178.4167,-14.13,98,100,13.96,light snow
576,Lorengau,PG,-2.0226,147.2712,80.42,80,100,7.43,overcast clouds
577,Panaba,MX,21.2833,-88.2667,73.99,91,6,8.57,clear sky
578,Loralai,PK,30.3705,68.598,36.19,90,82,3.51,broken clouds
579,Filingue,NE,14.3521,3.3168,67.24,15,0,10.16,clear sky
580,Warrington,GB,53.3925,-2.5802,42.28,88,75,13.8,broken clouds
581,Amarante Do Maranhao,BR,-5.5667,-46.7422,69.58,95,100,1.88,overcast clouds
582,Kulhudhuffushi,MV,6.6221,73.07,79.66,60,14,10.51,few clouds
583,Ust-Nera,RU,64.5667,143.2,-35.03,100,100,3.44,overcast clouds
584,Komsomolskiy,UZ,40.4272,71.7189,16.52,79,4,2.3,mist
585,Itarema,BR,-2.9248,-39.9167,76.96,83,62,6.78,broken clouds
586,Mayo,US,38.8876,-76.5119,45.14,93,100,4.61,moderate rain
587,Anadyr,RU,64.75,177.4833,-25.01,67,20,11.18,few clouds
588,Isla Vista,US,34.4133,-119.861,55.29,64,0,8.05,clear sky
589,Porvoo,FI,60.3923,25.6651,34.23,97,100,2.33,overcast clouds
590,Santa Marta,CO,11.2408,-74.199,82.89,68,20,11.01,few clouds
591,Sangmelima,CM,2.9333,11.9833,66.09,99,89,2.82,overcast clouds
592,Korla,CN,41.7597,86.1469,5.22,81,5,0.38,clear sky
593,Kununurra,AU,-15.7667,128.7333,89.58,62,100,3.44,overcast clouds
594,Karpogory,RU,64.0019,44.4451,35.01,87,100,15.17,overcast clouds
595,Kochubey,RU,44.3861,46.5825,33.3,83,0,12.73,clear sky
596,Malinovoye Ozero,RU,51.6753,79.7825,7.83,95,100,6.89,overcast clouds
597,Kangaatsiaq,GL,68.3065,-53.4641,-18.89,90,99,9.75,overcast clouds
598,Yaransk,RU,57.3033,47.8861,19.74,83,100,15.79,overcast clouds
599,Derzhavinsk,KZ,51.1,66.3167,-4.97,78,13,4.7,few clouds
600,Shelburne,CA,44.0787,-80.2041,32.79,99,100,3.78,overcast clouds
601,Zeya,RU,53.75,127.2667,-31.92,72,20,2.75,few clouds
602,Taoudenni,ML,22.6783,-3.9836,62.33,21,0,12.3,clear sky
603,Buala,SB,-8.145,159.5921,85.87,67,100,7.14,overcast clouds
604,Kandi,BJ,11.1342,2.9386,70.9,20,52,4.74,broken clouds
605,Uivar,RO,45.6581,20.9058,37.71,80,100,5.48,light rain
606,Quelimane,MZ,-17.8786,36.8883,76.95,94,20,3.44,few clouds
607,Kroya,ID,-7.6331,109.2461,80.46,79,74,3.22,broken clouds
608,Leh,IN,34.1667,77.5833,5.74,87,97,4.61,overcast clouds
609,Qaqortoq,GL,60.7167,-46.0333,21.42,94,100,4.09,overcast clouds
610,Freeport,US,40.6576,-73.5832,47.01,91,100,14.97,mist
611,Parakan,ID,-6.4191,106.0081,79.66,79,100,4.23,overcast clouds
612,Comodoro Rivadavia,AR,-45.8667,-67.5,82.26,30,20,17.27,few clouds
613,Benjamin Constant,BR,-4.3831,-70.0311,75.33,99,100,2.33,overcast clouds
614,Olga,RU,43.7444,135.2892,19.99,91,100,7.78,snow
615,Baiao,BR,-2.7906,-49.6717,70.97,99,100,2.35,overcast clouds
616,San Juan De La Maguana,DO,18.8059,-71.2299,65.07,66,0,1.54,clear sky
617,Port Blair,IN,11.6667,92.75,80.64,69,40,9.22,haze
618,Berck,FR,50.4,1.6,28.51,100,75,4.61,broken clouds
619,Moju,BR,-1.8839,-48.7689,70.63,99,100,0.89,overcast clouds
620,Puerto Madryn,AR,-42.7692,-65.0385,77.31,55,97,14.05,overcast clouds
621,Polunochnoye,RU,60.8697,60.4153,3.72,91,100,4.05,overcast clouds
622,Sabha,LY,27.0377,14.4283,46.56,37,0,10.04,clear sky
623,Matara,LK,5.9485,80.5353,71.74,75,35,8.16,scattered clouds
624,Indramayu,ID,-6.3264,108.32,80.33,77,97,2.73,overcast clouds
625,Aboso,GH,5.3617,-1.9473,75.7,94,100,2.75,overcast clouds
626,Zalalovo,HU,46.848,16.5875,30.97,77,100,3.89,overcast clouds
627,Yatou,CN,37.15,122.3833,29.98,42,28,19.55,scattered clouds
628,Venado,MX,22.9333,-101.0833,58.1,72,29,11.83,scattered clouds
629,Cortez,US,37.3489,-108.5859,19.04,83,0,6.91,clear sky
630,Libano,CO,4.9218,-75.0623,59.11,94,100,4.61,light rain
631,Medicine Hat,CA,50.0501,-110.6683,22.19,83,75,2.3,broken clouds
632,San Policarpo,PH,12.1791,125.5072,81.59,81,25,15.1,scattered clouds
633,Axim,GH,4.8699,-2.2405,78.89,86,3,5.39,clear sky
634,Norman Wells,CA,65.282,-126.8329,-18.36,76,20,2.3,few clouds
635,Aurad,IN,18.25,77.4333,63.45,73,30,7.81,scattered clouds
636,Dingle,PH,10.9995,122.6711,81.73,80,80,12.39,broken clouds
637,Wittmund,DE,53.5667,7.7833,30.07,94,91,10.25,overcast clouds
638,Churapcha,RU,62.0025,132.4325,-56.11,97,67,1.01,broken clouds
639,Muros,ES,42.7762,-9.0603,56.08,95,100,13.76,overcast clouds
640,Mersing,MY,2.4312,103.8405,78.71,89,20,11.5,light rain
641,Amboasary,MG,-25.0333,46.3833,70.65,87,100,3.96,overcast clouds
642,Kasongo-Lunda,CD,-6.4667,16.8167,68.04,98,93,1.23,light rain
643,Lasa,IT,46.6166,10.7002,18.7,89,53,4.07,broken clouds
644,Oktyabrskiy,RU,54.4815,53.471,-3.5,84,79,5.17,broken clouds
645,Pontes E Lacerda,BR,-15.2261,-59.3353,72.07,88,8,1.92,light rain
646,Smithers,CA,54.7804,-127.1743,30.52,80,100,0.0,overcast clouds
647,Calbuco,CL,-41.768,-73.1273,58.21,91,100,5.39,overcast clouds
648,Barao De Melgaco,BR,-16.1944,-55.9675,75.18,72,15,2.51,few clouds
649,Baracoa,CU,20.3467,-74.4958,72.12,79,1,5.84,clear sky
650,Taltal,CL,-25.4,-70.4833,68.86,75,0,3.96,clear sky
651,Cotonou,BJ,6.3654,2.4183,80.58,89,20,9.22,few clouds
652,Peterhead,GB,57.5058,-1.7981,36.45,74,16,20.8,few clouds
653,Maldonado,UY,-34.6667,-54.9167,70.99,82,0,12.8,clear sky
654,Bajil,YE,15.0584,43.2851,73.33,81,5,2.62,clear sky
655,Patos,BR,-7.0244,-37.28,77.25,72,99,3.42,overcast clouds
656,Seydisehir,TR,37.4193,31.8453,38.55,46,1,3.65,clear sky
657,Inongo,CD,-1.95,18.2667,74.79,83,100,3.51,overcast clouds
658,Vinh,VN,18.6667,105.6667,61.09,84,100,4.92,overcast clouds
659,Morgan City,US,29.6994,-91.2068,57.99,72,0,3.44,clear sky
660,Xiongzhou,CN,25.1167,114.3,50.07,60,100,3.47,overcast clouds
661,Stephenville,US,32.2207,-98.2023,48.33,40,0,3.44,clear sky
662,Mikhaylovka,RU,50.06,43.2379,17.71,86,8,12.46,clear sky
663,Faya,SA,18.3851,42.4509,48.72,82,0,2.46,clear sky
664,Shestakovo,RU,56.4915,103.96,-34.55,100,100,3.38,overcast clouds
665,Aguada De Pasajeros,CU,22.385,-80.8508,68.14,78,0,3.76,light rain
666,Voiron,FR,45.3639,5.5921,30.58,77,91,5.99,overcast clouds
667,Caravelas,BR,-17.7125,-39.2481,74.82,88,100,4.88,overcast clouds
668,Cheyenne,US,41.14,-104.8203,24.94,62,0,5.75,clear sky
669,Capreol,CA,46.706,-80.9225,18.55,92,100,14.97,light snow
670,Bendigo,AU,-36.7667,144.2833,72.64,42,0,1.01,clear sky
671,Newtonmore,GB,57.066,-4.1192,24.4,97,67,3.18,broken clouds
672,Dera Bugti,PK,29.0307,69.151,51.28,52,93,3.24,overcast clouds
673,Kabinda,CD,-6.1333,24.4833,65.57,93,87,1.14,overcast clouds
674,Usumatlan,GT,14.95,-89.7833,72.64,72,4,3.29,clear sky
675,Kalmunai,LK,7.4167,81.8167,76.6,69,79,8.72,broken clouds
676,Assiniboia,CA,49.6334,-105.9845,15.62,86,96,1.14,overcast clouds
677,Ternate,ID,0.8,127.4,82.0,75,96,5.77,overcast clouds
678,Khuzdar,PK,27.7384,66.6434,39.29,69,3,8.77,clear sky
679,Xuanwu,CN,32.069,118.8138,40.95,50,1,10.58,clear sky
680,Anqiu,CN,36.4342,119.1925,29.23,28,0,10.36,clear sky
681,Gao,ML,16.6362,1.637,66.4,13,0,10.56,clear sky
682,Azul,AR,-36.777,-59.8585,75.22,55,66,16.06,broken clouds
683,Jaslo,PL,49.7451,21.4725,32.04,91,100,4.65,overcast clouds
684,Aripuana,BR,-9.1667,-60.6333,69.96,98,99,1.97,overcast clouds
685,Mana,GF,5.6592,-53.7767,74.53,88,2,5.35,clear sky
686,Kawalu,ID,-7.3817,108.2082,79.66,76,83,1.81,broken clouds
687,Nurota,UZ,40.5614,65.6886,22.89,75,97,2.53,overcast clouds
688,Encruzilhada,BR,-15.5314,-40.9094,65.86,98,70,3.2,broken clouds
689,Maumere,ID,-8.6199,122.2111,78.84,83,100,2.08,moderate rain
690,Sungairaya,ID,0.7,108.9,81.7,73,100,4.07,overcast clouds
691,Pyaozerskiy,RU,65.8333,31.1667,26.13,90,100,9.08,overcast clouds
692,Haimen,CN,23.1935,116.6142,64.29,62,92,10.51,overcast clouds
